id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_2023,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,last_review_date,price_2023_quant
29560068,Midtwon / UES Gem With Private Terrace!,165776960,Raanan,Manhattan,Midtown,40.76049,-73.96629,Entire home/apt,110,30,1,2022-09-19,0.18,7,58,1,,2022-09-19,0.40755571947942465
29885196,Airy Brooklyn Limestone:  2 bedroom suite,3393434,Billye,Brooklyn,Crown Heights,40.67155,-73.94798,Entire home/apt,216,30,8,2022-09-30,0.15,1,180,2,,2022-09-30,0.7815480267664261
29889800,Large private room overlooking the skyline,16152090,Amna,Manhattan,Roosevelt Island,40.76422,-73.94773,Private room,150,7,14,2022-12-09,0.27,1,215,8,,2022-12-09,0.5972917435059802
29775040,"Bedroom, Tea Room and Kitchen in a 1902 Brownstone",149929,Obed,Brooklyn,Fort Greene,40.69076,-73.97244,Entire home/apt,139,28,102,2023-02-10,1.95,1,183,24,,2023-02-10,0.538121081195005
29776797,"Huge bright 1,500SqFt loft. Subway down the street",224029433,Adrian,Brooklyn,Clinton Hill,40.68304,-73.96479,Entire home/apt,250,30,44,2022-12-02,0.84,1,4,2,,2022-12-02,0.8493598187470361
29897019,Bright and spacious townhouse apartment in Soho,224808776,Pietro,Manhattan,Greenwich Village,40.72956,-74.0004,Entire home/apt,400,4,131,2023-02-26,2.53,1,117,51,,2023-02-26,0.952104958111597
29570883,Lovely 2-Bedroom Apartment w/ Private Entry!,125627920,Emily,Bronx,Belmont,40.84938,-73.88971,Entire home/apt,105,3,46,2023-02-25,4,1,305,46,,2023-02-25,0.3806312239844038
29780863,Private Studio 23 x 8th Ave 20 sec walk to Subway,6458347,Esther,Manhattan,Chelsea,40.7464,-74.00024,Entire home/apt,270,2,23,2023-01-01,0.45,1,261,11,,2023-01-01,0.8664313188260709
29572267,"Room in 3BR1BA Manhattan apt -> 2, 3 train 135 Sta",137358866,Kaz,Manhattan,Harlem,40.81186,-73.94309,Private room,44,30,13,2022-09-30,0.27,124,360,3,,2022-09-30,0.036092523315243166
29897123,Apartment in Brooklyn - 20 Minutes to Manhattan,218959287,George,Brooklyn,Crown Heights,40.67553,-73.94655,Entire home/apt,104,2,5,2023-03-05,1.24,1,23,5,,2023-03-05,0.37357078876653144
29791183,Clean/ Nice room in Astoria 20min to Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.77138,-73.9076,Private room,65,30,35,2022-12-24,0.74,5,12,1,,2022-12-24,0.14942831550661256
29575293,"""The Cabin"" —Private Queen Bedroom in Jungly Apt.",41704832,Ben,Brooklyn,Bushwick,40.69692,-73.9118,Private room,96,1,215,2023-03-01,4.33,1,42,75,,2023-03-01,0.322198219084251
29903897,Spacious room with a double bed in heart of BK,222581357,Stella,Brooklyn,Bushwick,40.69159,-73.91556,Private room,42,31,85,2022-11-03,1.62,3,311,5,,2022-11-03,0.030560092734074503
29904305,Comfy room with a sunroof in the heart of BK!,222581357,Stella,Brooklyn,Bushwick,40.69159,-73.91556,Private room,40,31,62,2022-11-30,1.18,3,246,4,,2022-11-30,0.025659939933610834
29905155,Beautiful Cobble Hill Waterfront Garden Apartment,201940587,Paul And Gia,Brooklyn,Columbia St,40.688892,-73.999565,Entire home/apt,110,30,124,2022-12-30,2.57,1,213,45,,2022-12-30,0.40755571947942465
29959581,East Harlem Modern & Luxurious Studio QUEEN BED,225252724,Fabiola,Manhattan,East Harlem,40.79834,-73.93764,Entire home/apt,98,1,75,2023-02-14,1.68,1,18,5,,2023-02-14,0.3295747931924759
29800110,"Modern, comfy, and cool",49701856,Rachel,Brooklyn,Bushwick,40.69165,-73.90567,Private room,106,3,92,2023-02-19,1.76,1,0,29,,2023-02-19,0.38373992307287
29960000,Heart of Cobble Hill Duplex Apartment,65319038,Jon,Brooklyn,Cobble Hill,40.68736,-73.99224,Entire home/apt,300,4,27,2023-03-01,0.51,2,39,20,,2023-03-01,0.9022077032509616
29800915,1 BR Apartment (Private Entrance),224206042,Jose,Bronx,Allerton,40.85995,-73.86234,Entire home/apt,59,5,52,2023-01-02,0.99,1,347,7,,2023-01-02,0.10890984772643449
29906282,"Cozy 2 Bedroom Apt, Close to airport and Manhattan",67480949,Dawa & Phurpa,Queens,East Elmhurst,40.75667,-73.88904,Entire home/apt,148,2,156,2023-02-26,3.01,1,148,46,,2023-02-26,0.5685231044839033
29908937,Luxurious 1 Bedroom Apartment in Brooklyn,141754466,Liliya,Brooklyn,Sheepshead Bay,40.60751,-73.94463,Entire home/apt,206,1,8,2023-01-14,0.7,1,4,8,,2023-01-14,0.7644765266873913
29802895,"Near LGA and JFK airport 
Small Cozy Room",194377255,Jimmy,Queens,East Elmhurst,40.76164,-73.88269,Private room,55,1,124,2023-02-21,2.35,4,167,62,,2023-02-21,0.09157489857210602
30089412,Private 2 bedroom apartment with outdoor space ..,156481014,Nyesha,Brooklyn,Clinton Hill,40.68377,-73.96093,Entire home/apt,250,3,95,2023-02-19,1.83,1,82,38,,2023-02-19,0.8493598187470361
29965481,Cottage by the Water,116995217,Jonathan,Queens,Howard Beach,40.65653,-73.832,Entire home/apt,215,2,342,2023-01-29,6.55,1,280,54,,2023-01-29,0.7801254017598398
30091313,家庭式單間雙人床K,225889604,Fiona,Queens,Flushing,40.76489,-73.82954,Private room,66,1,40,2023-01-02,0.77,3,87,12,,2023-01-02,0.15295853311554877
29967433,Dulce hogar,225313172,Luis,Manhattan,Washington Heights,40.83129,-73.94183,Private room,55,2,46,2023-02-01,0.91,1,172,21,,2023-02-01,0.09157489857210602
30091911,Loft Style Studio close to Times Square,16768238,Adrian,Manhattan,Hell's Kitchen,40.76456,-73.98751,Entire home/apt,209,4,27,2023-01-03,0.94,1,0,13,,2023-01-03,0.7684282628167975
29929702,"""The Spot""",225033890,Dwain,Brooklyn,East New York,40.66712,-73.88691,Entire home/apt,120,2,127,2023-01-02,2.45,1,328,25,,2023-01-02,0.4565045576690026
30093843,"John’s Place w/Parking & Backyard, Close to Subway",2286764,Juan,Queens,Woodside,40.75517,-73.90595,Entire home/apt,104,1,149,2023-02-02,2.9,1,11,40,,2023-02-02,0.37357078876653144
30096719,Studio w/ private entry in Fort Greene,188896,Ellen,Brooklyn,Clinton Hill,40.68837,-73.96816,Entire home/apt,116,1,226,2023-02-14,4.32,1,274,64,,2023-02-14,0.42921123346857054
29930787,"Room in 4BR/1.5BA, 4 min > 7 train 52 St, Woodside",137358866,Kaz,Queens,Woodside,40.74348,-73.90795,Private room,36,30,2,2023-01-27,0.79,124,333,2,,2023-01-27,0.013593972285157279
29931976,Hudson Yard - Bright Double Double  Room,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75654,-73.997,Private room,240,1,44,2023-02-08,0.84,28,290,17,,2023-02-08,0.8265451288265978
29937451,Golden Suite,120245209,Heidi,Brooklyn,Canarsie,40.63559,-73.89417,Entire home/apt,99,1,43,2023-02-21,0.82,3,356,30,,2023-02-21,0.3415880710258707
30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Vanessa,Brooklyn,Williamsburg,40.70811,-73.9503,Entire home/apt,171,30,17,2023-02-06,0.35,3,41,4,,2023-02-06,0.6610991095421255
30105137,Garden Apt. including a spacious private backyard,226205088,Robbin,Manhattan,Harlem,40.80255,-73.94731,Entire home/apt,130,14,40,2023-02-16,0.94,2,136,11,,2023-02-16,0.5067706412350492
29990120,Upper west side 2 bedroom perfection w patio!,224711473,Kd,Manhattan,Upper West Side,40.7818,-73.98222,Entire home/apt,291,3,16,2023-02-28,2.73,1,54,16,,2023-02-28,0.8868222772538068
29942196,#1 Modern Gem 2br apt..(Street parking available),224715959,Ernesto,Queens,Jackson Heights,40.75185,-73.89053,Entire home/apt,169,5,62,2023-02-19,1.22,1,338,23,,2023-02-19,0.6533537067284894
29942321,Prime Location: Brooklyn (Williamsburg) Apartment,6880682,Sarah,Brooklyn,Williamsburg,40.71088,-73.9654,Entire home/apt,200,7,9,2022-12-25,0.19,1,0,1,,2022-12-25,0.7543073923810527
29943061,Sunlit Private 1BR Suite w/Kitchen/Bath @A/C Lines,81325020,Matt & Crutch,Brooklyn,Bedford-Stuyvesant,40.67744,-73.92331,Entire home/apt,96,3,103,2023-01-29,1.98,3,148,28,,2023-01-29,0.322198219084251
29993012,Beautiful Large Studio in the Heart of Park Slope,23952383,Jean,Brooklyn,Park Slope,40.67123,-73.9779,Entire home/apt,75,30,15,2023-01-31,0.33,1,174,4,,2023-01-31,0.2058591074345329
30109916,Entire Spacious Apt. Comfy Bed & Private Parking,22694324,Greg,Bronx,Allerton,40.87005,-73.84729,Entire home/apt,100,1,228,2023-03-02,4.38,1,189,84,,2023-03-02,0.35955529796090413
29996581,White Wonder Loft,21641228,Chris,Brooklyn,Bushwick,40.69304,-73.90673,Entire home/apt,290,5,19,2022-10-22,2.24,1,48,19,,2022-10-22,0.8864534485483956
30252034,A neat bedroom in a cozy 3-bedroom apartment,227179489,Ester,Manhattan,Roosevelt Island,40.7633,-73.94992,Private room,98,1,195,2023-02-19,3.76,2,224,40,,2023-02-19,0.3295747931924759
30254229,"NEW! Fam friendly, spacious BK townhouse",3624487,Christina,Brooklyn,Crown Heights,40.672110000000004,-73.91404,Entire home/apt,156,3,165,2023-02-26,3.22,1,109,50,,2023-02-26,0.6138890352494862
30003453,Sunny Warm and Cozy.            1 bedroom  apt.,218627196,Mary,Brooklyn,South Slope,40.66282,-73.98226,Entire home/apt,175,2,101,2023-02-26,2.61,1,25,41,,2023-02-26,0.6749565309025766
30263903,Hendrix Upstairs Oasis Rm #2,105878573,Tonisha,Brooklyn,East New York,40.66544,-73.88879,Private room,50,1,81,2023-02-12,2.09,7,88,27,,2023-02-12,0.06723220401496391
30264393,Hendrix Upstairs Oasis Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66699,-73.88915,Private room,50,1,135,2023-02-03,2.61,7,90,11,,2023-02-03,0.06723220401496391
30264512,Hendrix Upstairs Oasis Rm #4,105878573,Tonisha,Brooklyn,East New York,40.66575,-73.88905,Private room,50,1,107,2023-02-19,2.19,7,167,28,,2023-02-19,0.06723220401496391
30007128,Apartment in Brooklyn Townhouse,157410883,Chiara,Brooklyn,Bushwick,40.69545,-73.92311,Entire home/apt,143,2,179,2023-03-04,3.44,1,89,47,,2023-03-04,0.5527688497813372
30008427,Huge cozy loft in prime Soho,18103903,Emir,Manhattan,SoHo,40.72268,-74.00472,Entire home/apt,395,4,15,2023-01-04,0.29,1,173,9,,2023-01-04,0.9462036988250171
30268825,Amazing Apt in Best Part of NYC + Doorman/Gym,227309215,Jamie,Manhattan,Nolita,40.72026,-73.99441,Entire home/apt,150,30,13,2023-02-02,0.28,1,118,4,,2023-02-02,0.5972917435059802
30125704,Pleasant studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,Entire home/apt,100,30,6,2023-02-12,0.15,83,333,3,,2023-02-12,0.35955529796090413
30129734,Cozy Self Contained Private 1 Bedroom Apartment,221844597,Ayana,Queens,St. Albans,40.68909,-73.76596,Entire home/apt,65,1,242,2023-02-16,4.65,2,279,45,,2023-02-16,0.14942831550661256
30279712,Cozy 1 bedroom apt in Brooklyn,225367154,Maurice,Brooklyn,Brownsville,40.65493,-73.91201,Entire home/apt,98,2,85,2023-02-20,1.71,1,271,21,,2023-02-20,0.3295747931924759
30021914,Pelham Gardens Entire Home *Newly Built*,153817,Sadio,Bronx,Pelham Gardens,40.86347,-73.84128,Entire home/apt,80,2,105,2023-02-05,2.01,1,306,28,,2023-02-05,0.23278360292955372
30284324,Central park cheap sofa bed,214135354,Min,Manhattan,Upper East Side,40.77752,-73.95336,Shared room,62,1,211,2022-12-31,4.07,3,309,51,,2022-12-31,0.13030191264028662
30027892,Prime Location! Cozy brownstone in Prospect Height,91851098,Matthew,Brooklyn,Prospect Heights,40.67976,-73.97109,Entire home/apt,265,3,38,2023-01-01,0.76,5,241,8,,2023-01-01,0.8621634438063123
30132508,Beautiful Garden Apt in Brownstone w Backyard!,182990602,Jamie,Brooklyn,Clinton Hill,40.69249,-73.96755,Entire home/apt,202,2,203,2023-03-05,3.89,1,172,57,,2023-03-05,0.7579956794351652
30154255,Designer Downtown Loft,19168930,Hampton,Manhattan,East Village,40.73316,-73.98824,Entire home/apt,325,30,23,2023-01-30,0.44,1,302,3,,2023-01-30,0.9152747773855314
30156697,"LONG TERM RENTAL,STUDIO N 7 IN THE VILLAGE",27636707,Gaia&Pietro,Manhattan,West Village,40.73275,-74.00549,Entire home/apt,121,30,49,2023-01-20,1.01,7,168,6,,2023-01-20,0.45956056694241004
30034070,"1 Full, 1 sofa bed. next to the Korean-Town21",211549023,Studioplus,Manhattan,Midtown,40.74619,-73.9871,Entire home/apt,149,2,62,2023-02-05,1.24,16,340,21,,2023-02-05,0.5743189841403656
30038208,LUX TOP LOC OWN ENTRY GUEST SUITE 1BR+SPABATH+LV!,225706084,Mikki & Doni,Brooklyn,Prospect-Lefferts Gardens,40.65774,-73.95846,Entire home/apt,159,2,96,2022-12-03,1.85,1,91,5,,2022-12-03,0.6229516834395912
30294639,Tropical Apartment,132405291,Kourosh,Manhattan,East Harlem,40.786224,-73.942841,Entire home/apt,125,5,5,2023-01-01,1.05,1,0,5,,2023-01-01,0.4827967753833184
30156908,"LONG TERM RENTAL,STUDIO N3 IN THE VILLAGE",27636707,Gaia&Pietro,Manhattan,West Village,40.73275,-74.00549,Entire home/apt,143,30,40,2023-02-20,0.78,7,172,4,,2023-02-20,0.5527688497813372
30158695,Bklyn Best Kept Secret Luxe Room,196631263,Tina,Brooklyn,Flatbush,40.64314,-73.96364,Private room,98,2,9,2023-02-26,0.17,2,235,7,,2023-02-26,0.3295747931924759
30307336,"Room in 3BR/2BA Woodside apt, 4 min > 61St 7train",137358866,Kaz,Queens,Woodside,40.74516,-73.90594,Private room,45,30,5,2022-09-16,0.21,124,353,3,,2022-09-16,0.04336371779335055
30161160,Manhattan - Double Double Hotel (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75675,-73.99681,Hotel room,240,1,50,2022-12-11,0.97,28,290,15,,2022-12-11,0.8265451288265978
30161460,High Line-Double Double Hotel Room(Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75666,-73.99856,Hotel room,240,1,62,2023-01-02,1.2,28,290,17,,2023-01-02,0.8265451288265978
30043966,Spacious 2 bedroom brownstone,133723890,Elle,Brooklyn,Bedford-Stuyvesant,40.68721,-73.92617,Entire home/apt,149,1,78,2023-01-15,1.49,1,280,29,,2023-01-15,0.5743189841403656
30308289,Spacious Studio Home in Landmark Townhouse,125508339,Robert,Manhattan,Upper West Side,40.80098,-73.96911,Entire home/apt,195,30,50,2023-02-05,0.98,1,188,4,,2023-02-05,0.7263817903999157
30046573,Cheery Chelsea Charmer... best location!,3896863,Susanna And Ricki,Manhattan,Chelsea,40.74296,-73.99838,Entire home/apt,212,2,161,2023-01-21,3.23,1,19,53,,2023-01-21,0.7739080035829075
30169107,Bright Room/bath/balcony in Bkl Artist Duplex,41091852,Andrea,Brooklyn,Bedford-Stuyvesant,40.691160000000004,-73.94356,Private room,102,2,89,2023-02-19,1.75,1,36,28,,2023-02-19,0.36661573317877655
30169470,LOWER EAST SIDE (private room),1384016,Ignacio,Manhattan,Lower East Side,40.71623,-73.98541,Private room,230,2,19,2022-12-13,0.37,1,88,7,,2022-12-13,0.8106328046788556
30171467,Sam and Mala place is your home away from home,226664611,Samuel,Queens,South Ozone Park,40.67907,-73.81415,Entire home/apt,79,5,86,2022-12-21,1.67,2,4,13,,2022-12-21,0.22024342694557142
30174397,Studio Style Master Bedroom W/Private Bathroom,21500972,Hady,Bronx,Fordham,40.85565,-73.90143,Private room,90,30,27,2022-11-20,2.33,3,353,27,,2022-11-20,0.29269192265135147
30177307,Presidential Suite in Midtown Manhattan,154340775,Sandy,Manhattan,Midtown,40.7538,-73.97208,Entire home/apt,350,4,1,2022-10-16,0.21,1,4,1,,2022-10-16,0.9317666894989198
30182137,Sophisticated Upper East Apt Best Location,61391963,Stay With Vibe,Manhattan,Upper East Side,40.77364,-73.95701,Entire home/apt,117,30,11,2022-10-31,0.22,124,339,2,,2022-10-31,0.43205648348174297
30058948,家庭式旅馆獨立衛生間套房K,225889604,Fiona,Queens,Flushing,40.76337,-73.82944,Private room,95,1,38,2022-12-26,0.78,3,82,11,,2022-12-26,0.31777227461931606
30186549,⋆Brooklyn Brownstone Suite⋆Great Location⋆,145248567,Sam,Brooklyn,Prospect-Lefferts Gardens,40.66333,-73.95191,Entire home/apt,101,3,185,2023-02-25,3.57,1,98,41,,2023-02-25,0.3629274461246641
30060926,Red door château upper flat,160940380,Adeola,Queens,St. Albans,40.7003,-73.75054,Entire home/apt,215,2,27,2022-11-27,0.53,10,342,1,,2022-11-27,0.7801254017598398
30314761,Big private room /30min to Manhattan  by train,129158371,Sofiya,Brooklyn,Midwood,40.61665,-73.95545,Private room,71,2,35,2023-02-11,0.69,2,0,10,,2023-02-11,0.18230676010327204
30198386,Big Cozy Sunny Studio in Flushing NY!,226769067,Mike,Queens,Flushing,40.75995,-73.80599,Entire home/apt,69,2,295,2023-03-05,5.73,1,28,54,,2023-03-05,0.16560408872964855
30062478,Hudson yards Adorable Apartment/Spring Offer,225913271,Kristie,Manhattan,Chelsea,40.75009,-74.00176,Entire home/apt,211,6,25,2022-10-18,0.48,1,165,12,,2022-10-18,0.7728015174666737
30200744,Beautiful 1 bedroom apartment in the heart of BK,6404225,Juanli,Brooklyn,Prospect Heights,40.68102,-73.97331,Entire home/apt,169,3,21,2023-01-02,0.4,1,4,9,,2023-01-02,0.6533537067284894
30068059,"Clean, bright and modern 1 bed /1 bath apt",142591435,Shelby,Manhattan,Two Bridges,40.71108,-73.99817,Entire home/apt,135,4,31,2022-11-30,0.75,1,13,17,,2022-11-30,0.5263185626218452
30068829,Midtown West - Sunny Queen Room(Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75682,-74.00147,Hotel room,209,1,214,2023-03-05,4.09,28,283,39,,2023-03-05,0.7684282628167975
30069021,Midtown West - Cozy Double Double (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75584,-73.99729,Hotel room,240,1,36,2022-10-07,0.69,28,290,1,,2022-10-07,0.8265451288265978
30212188,Manhattan West - Standard Queen (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75473,-73.9967,Hotel room,209,1,90,2023-01-29,1.74,28,283,28,,2023-01-29,0.7684282628167975
30337531,✱ 1 BR Writer's Apt near Brooklyn Bridge Park ✱,227801173,Drew,Brooklyn,Brooklyn Heights,40.69277,-73.99832,Entire home/apt,135,30,28,2022-09-16,0.55,1,208,3,,2022-09-16,0.5263185626218452
30082832,Cozy 2BD/3 Bed and Outdoor Deck Brooklyn Apt,226048286,Denise & Rich,Brooklyn,Clinton Hill,40.69509,-73.96605,Entire home/apt,253,1,166,2023-02-27,3.3,1,290,45,,2023-02-27,0.8510985826439749
30082958,★ PRIVATE NYC STUDIO★STEPS FROM TRAIN★QUEEN BED★,73183897,Michael,Staten Island,Dongan Hills,40.58389,-74.10492,Entire home/apt,110,3,70,2023-01-07,1.34,2,60,25,,2023-01-07,0.40755571947942465
30348216,Lovely Sunny 1 bedroom in Brooklyn,8563244,Josh,Brooklyn,Brooklyn Heights,40.69895,-73.99385,Entire home/apt,220,7,6,2023-01-04,0.91,1,122,6,,2023-01-04,0.7924021286685283
30084665,Fuhgettaboutit! Best room ever!,37401126,Leah,Brooklyn,East Flatbush,40.64167,-73.93966,Private room,150,2,146,2022-10-28,2.82,4,365,36,,2022-10-28,0.5972917435059802
30348624,🍀🏆♥️🦜BetterHome Inn 2BR/5GUESTS JFK7 - LGA15 MINS,227872371,Better Home,Queens,Springfield Gardens,40.66201046332608,-73.7707464881626,Entire home/apt,112,1,398,2023-03-03,7.68,3,308,105,,2023-03-03,0.4135096685810633
30087377,Prime West Village Boutique Apartment,14379366,Perry,Manhattan,West Village,40.73632,-74.00672,Entire home/apt,350,30,25,2023-02-01,0.51,1,237,6,,2023-02-01,0.9317666894989198
30349066,Cozy One Bedroom Apt with separate entrance,50045329,Joann,Brooklyn,Dyker Heights,40.61822,-74.00802,Entire home/apt,150,30,3,2022-10-30,0.06,2,338,2,,2022-10-30,0.5972917435059802
30231630,"15 Min to Manhattan, 10 Min to LGA - Cozy Home",227037845,Safin,Queens,Maspeth,40.73852,-73.90696,Entire home/apt,125,1,206,2023-02-12,3.96,3,265,47,,2023-02-12,0.4827967753833184
30232126,MONTANA 2Beds/2Baths APT IN QUEENS 10 MINS to JFK,107915864,Mina,Queens,Howard Beach,40.6685,-73.85166,Entire home/apt,99,1,76,2023-01-27,1.78,3,298,13,,2023-01-27,0.3415880710258707
30236202,BEST Bushwick Lower Level Apt 15 mins to Manhattan,8998154,Gordon,Brooklyn,Bushwick,40.69232,-73.92412,Entire home/apt,95,2,118,2023-02-19,2.29,4,56,27,,2023-02-19,0.31777227461931606
30355532,Minimalistic Manhattan 1BDR.Near Central Park n me,137358866,Kaz,Manhattan,East Harlem,40.79574,-73.94557,Entire home/apt,81,30,19,2022-12-14,0.38,124,348,4,,2022-12-14,0.23605037146319616
30425770,Queens Corner Lot,128580688,-TheQueensCornerLot,Queens,Queens Village,40.7045,-73.7354,Entire home/apt,286,2,142,2023-01-03,2.76,1,362,11,,2023-01-03,0.8830286105695769
30388750,Midtown 1BR w/ Doorman nr Penn Station,107434423,Blueground,Manhattan,Midtown,40.75262,-73.989752,Entire home/apt,237,31,1,2022-10-26,0.23,526,211,1,,2022-10-26,0.8177459297117867
30429780,GOTHAM  - DOUBLE DOUBLE (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75475,-73.99707,Hotel room,240,1,47,2023-02-20,0.91,28,290,17,,2023-02-20,0.8265451288265978
30429970,TIMES SQ WEST- COZY DOUBLE DOUBLE(Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.7564,-73.99828,Hotel room,240,1,66,2022-12-24,1.27,28,290,13,,2022-12-24,0.8265451288265978
30430139,TIME SQ WEST-COZY KING ROOM (Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75552,-73.99871,Hotel room,220,1,35,2022-12-16,0.68,28,288,6,,2022-12-16,0.7924021286685283
30430185,BIG APPLE - COMFY KING ROOM,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75547,-73.99637,Hotel room,220,1,31,2022-12-31,0.6,28,288,2,,2022-12-31,0.7924021286685283
30430235,Hudson Yard -Sunny King Hotel Room(Free Breakfast),224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75699,-73.99847,Hotel room,220,1,46,2023-02-22,0.89,28,288,3,,2023-02-22,0.7924021286685283
30371626,Brooklyn's Best Gorgeous Room. 20 mins to Manh.,76396985,Vic,Brooklyn,Crown Heights,40.67613,-73.93323,Private room,43,30,4,2022-11-30,0.08,4,108,1,,2022-11-30,0.03382686126771695
30435549,"Room in 3BR2BA Condo, 10min walk from 61 St 7train",137358866,Kaz,Queens,Maspeth,40.74124,-73.90314,Private room,44,30,6,2023-02-12,0.14,124,141,4,,2023-02-12,0.036092523315243166
30439246,"Private floor & own entrance, 15 min to Manhattan",228473476,Mia,Brooklyn,Bushwick,40.69244,-73.92616,Private room,137,5,115,2023-02-28,2.24,1,239,47,,2023-02-28,0.5315348543126613
30378982,Modern Luxury Brooklyn Zen with Private Garden,3042136,Jenni,Brooklyn,Carroll Gardens,40.68373,-73.98995,Entire home/apt,305,7,97,2023-03-01,1.9,2,222,19,,2023-03-01,0.9048421940038991
30383237,"Cozy bedroom in Midtown, Manhattan, access to gym",20790185,Anna,Manhattan,Midtown,40.74718,-73.9847,Private room,131,7,7,2023-01-23,0.44,3,79,1,,2023-01-23,0.5094051319879868
30442333,Don’s Queens Apartment,228567385,Clarabel,Queens,College Point,40.7915,-73.84947,Entire home/apt,189,2,67,2023-02-01,1.32,1,359,28,,2023-02-01,0.7119974708888772
30395433,Gorgeous apt room for rent! Women only. No Smokers,27698539,Roberta,Manhattan,Midtown,40.75042,-73.98115,Private room,130,30,24,2022-10-17,0.47,2,147,1,,2022-10-17,0.5067706412350492
30396953,Bright and Clean South Slope Studio,34866807,Mary,Brooklyn,Sunset Park,40.66161,-73.99049,Entire home/apt,178,2,140,2023-02-05,2.71,1,130,36,,2023-02-05,0.679066336477159
30444886,A true NYC experience  ( shabby chic ),10529251,Eduardo,Manhattan,Upper East Side,40.7768,-73.96128,Private room,118,1,115,2022-11-14,2.24,3,1,32,,2022-11-14,0.4353759418304442
30537849,Garden Apt in the Heart of Park Slope,21527486,Michele,Brooklyn,Park Slope,40.67325,-73.97884,Entire home/apt,250,30,23,2022-10-07,0.45,1,48,5,,2022-10-07,0.8493598187470361
30398373,Fifth Ave/Central Park Studio Apt,228257645,Svetlana,Manhattan,Midtown,40.7626,-73.97876,Entire home/apt,170,30,15,2022-12-17,0.31,1,170,4,,2022-12-17,0.6594657252753043
30398938,"2single,1double, next to Korea-town,Times Square10",211549023,Studioplus,Manhattan,Midtown,40.7478,-73.98865,Entire home/apt,176,2,105,2023-01-25,2.08,16,324,32,,2023-01-25,0.6761683966489278
30399177,Private Historic Bungalow -Sleeps 2-Flex Check In,228263278,475,Manhattan,Harlem,40.82366,-73.94721,Private room,175,3,7,2022-09-11,0.14,5,180,5,,2022-09-11,0.6749565309025766
30447204,"Brick Townhouse in Bushwick, Brooklyn",12461078,Samantha,Brooklyn,Bushwick,40.69368,-73.92567,Entire home/apt,399,3,59,2023-01-02,2.31,1,15,24,,2023-01-02,0.9485220506876021
30539307,Cozy 1Bedroom Loft Style living (The entire Floor),229149668,Paul,Brooklyn,Bedford-Stuyvesant,40.68415,-73.9565,Entire home/apt,200,3,65,2023-01-01,1.26,4,137,13,,2023-01-01,0.7543073923810527
30400465,Newly Renovated Original Brownstone Studio Space!,1575372,Khadhyja,Brooklyn,Bedford-Stuyvesant,40.68571,-73.93478,Entire home/apt,146,3,60,2023-02-20,1.6,1,68,30,,2023-02-20,0.5646767479846145
30400542,"Room in 3BR-1BA, 2 mins from 7 Express train 61 St",137358866,Kaz,Queens,Woodside,40.74436,-73.90178,Private room,37,30,7,2022-11-01,0.26,124,339,4,,2022-11-01,0.01538542599715475
30415541,URBAN COZE 1  - ZOLLER STAYS,33320745,Daniel,Queens,Long Island City,40.75176,-73.93589,Entire home/apt,195,29,37,2023-01-02,0.79,8,34,8,,2023-01-02,0.7263817903999157
30417665,GETAWAY 4 COUPLES.  Game night. Sleep 5. Free Park,71276635,Joe,Manhattan,Washington Heights,40.8353,-73.94369,Shared room,149,1,55,2022-12-07,1.06,6,365,11,,2022-12-07,0.5743189841403656
30452520,Cozy 2 Bed Apt-private rooms/shared bathr./kitchen,20790185,Anna,Manhattan,Murray Hill,40.74534,-73.97711,Private room,125,5,25,2022-12-11,0.48,3,4,3,,2022-12-11,0.4827967753833184
30417877,Private Room in Brooklyn Close to Metro!,25077909,Carlos,Brooklyn,Bedford-Stuyvesant,40.69068,-73.92664,Private room,50,3,79,2023-02-07,1.55,2,75,31,,2023-02-07,0.06723220401496391
30465706,Big Room in Townhouse Close to 5 Medical Centers,62803,Eugenia,Brooklyn,Crown Heights,40.67003,-73.92326,Private room,69,21,19,2023-01-15,0.37,5,205,6,,2023-01-15,0.16560408872964855
30465758,Medium room in Harlem on 141 st Manhattan NY 10030,566838,Max,Manhattan,Harlem,40.81897,-73.94004,Private room,83,4,182,2023-01-01,3.69,5,359,47,,2023-01-01,0.24290004742083354
